,index,date,caption,comments,likes
71,71,2022-03-13 13:52:50,"I❤️jewelry
#deets

Real Gemstones 
Original Art 
Luxury Crystal Healing 
www.covetcrystals.com",0,14
72,72,2022-03-13 09:59:37,"Can’t seem to go anywhere without my Mother Of Pearl Rose ring.
Made from hand carved mother of pearl and freshwater baroque pearls💯

Real Gemstones 
Original Art 
Luxury Crystal Healing 
www.covetcrystals.com",0,17
73,73,2022-03-12 16:02:37,"Rose Quartz & Raw Sodalite bracelet.
New to Juicy Carats collection
💙💗💙💗

Real Gemstones 
Original Art 
Luxury Crystal Healing 
www.covetcrystals.com",0,8
74,74,2022-03-12 12:50:51,"Rose Quartz & Raw Sodalite bracelet.
New to Juicy Carats collection
💙💗💙💗

Real Gemstones 
Original Art 
Luxury Crystal Healing 
www.covetcrystals.com",1,10
75,75,2022-03-12 10:53:59,"Rose Quartz & Raw Sodalite bracelet.
New to Juicy Carats collection
💙💗💙💗

Real Gemstones 
Original Art 
Luxury Crystal Healing 
www.covetcrystals.com",1,7
76,76,2022-03-11 20:18:59,"Jade & Raw Lemon Quartz bracelet.
New to Juicy Carats collection
💚💛💚💛

Real Gemstones 
Original Art 
Luxury Crystal Healing 
www.covetcrystals.com",1,8
77,77,2022-03-11 20:18:53,"Jade & Raw Lemon Quartz bracelet.
New to Juicy Carats collection
💚💛💚💛

Real Gemstones 
Original Art 
Luxury Crystal Healing 
www.covetcrystals.com",2,8
78,78,2022-03-11 20:17:38,"Jade & Raw Lemon Quartz bracelet.
New to Juicy Carats collection
💚💛💚💛

Real Gemstones 
Original Art 
Luxury Crystal Healing 
www.covetcrystals.com",0,10
79,79,2022-03-11 16:35:25,"Jade & Raw Rose Quartz bracelet.
New to Juicy Carats collection
💚💗💚💗

Real Gemstones 
Original Art 
Luxury Crystal Healing 
www.covetcrystals.com",0,8
80,80,2022-03-11 16:33:02,"Jade & Raw Rose Quartz bracelet.
New to Juicy Carats collection
💚💗💚💗

Real Gemstones 
Original Art 
Luxury Crystal Healing 
www.covetcrystals.com",0,5
