Unnamed: 0,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
3184,je.xy.ca,727,747,FALSE,1.027510316,648
3185,adlimzy,188,980,TRUE,5.212765957,1145
3186,khamz76,59,417,TRUE,7.06779661,221
3187,crystalcuration,511,1184,FALSE,2.31702544,48
3188,jasminesctan,114,422,TRUE,3.701754386,5
3189,bellaxueyi,5862,979,TRUE,0.167007847,90
3190,bubdoublepearl,292,659,TRUE,2.256849315,171
3191,leonloveswhitesneakers,111,280,FALSE,2.522522523,283
3192,jennyanlin,528,930,TRUE,1.761363636,2215
3193,sandinas,207,653,TRUE,3.154589372,375
3194,jy_ling,238,1643,TRUE,6.903361345,45
3195,sohkaren,131,596,TRUE,4.549618321,554
3196,jessieee_t,167,476,TRUE,2.850299401,481
3197,jessicalrl,464,781,TRUE,1.683189655,1065
3198,im_ier,1,675,TRUE,675,1005
3199,geogina,381,703,TRUE,1.845144357,955
3200,clairexcrystals,186,151,FALSE,0.811827957,0
3201,peachypantry,493,872,FALSE,1.768762677,148
3202,pehjj,160,151,FALSE,0.94375,4
3203,annoyingmousz,0,144,TRUE,144,0
3204,lemonteascent,1362,1058,FALSE,0.776798825,15
3205,sghw_sheryl,336,3326,TRUE,9.898809524,750
3206,darrenlim83,6,24,TRUE,4,0
3207,ibakeieat,552,487,TRUE,0.882246377,3081
3208,lykkesola,870,7501,FALSE,8.62183908,290
3209,wngz64,94,177,TRUE,1.882978723,3772
3210,cryxtalpalace,3118,263,FALSE,0.084348942,103
3211,hazeyger,372,2377,TRUE,6.389784946,7138
3212,tsyhtemaaa,22,1421,TRUE,64.59090909,371
3213,theywchronicles,167,1191,TRUE,7.131736527,763
3214,thefinestkeepers,8,16,FALSE,2,6
3215,cax.jess,266,965,TRUE,3.627819549,0
3216,babyfaery,712,1117,FALSE,1.568820225,3615
3217,maxtanmx,404,673,TRUE,1.665841584,30
3218,peizhenisfat,319,483,TRUE,1.514106583,667
3219,ah___ting,173,101,TRUE,0.583815029,773
3220,mojojoyao,499,886,FALSE,1.775551102,507
3221,t.xen_,36,383,TRUE,10.63888889,93
3222,just_jingle,418,430,TRUE,1.028708134,56
3223,rishalini_03,333,280,TRUE,0.840840841,230
3224,hellobunbunpanda,333,5437,TRUE,16.32732733,1554
3225,winioh_,3281,1254,FALSE,0.382200549,641
3226,happiailin,192,255,TRUE,1.328125,134
3227,jl663,51,138,TRUE,2.705882353,69
3228,elephantastic_yl,239,579,TRUE,2.422594142,1006
3229,0115___lyn,371,1590,TRUE,4.285714286,148
3230,cblirene,76,413,TRUE,5.434210526,671
3231,clarechrissing,52,7051,TRUE,135.5961538,529
3232,dmcys1111,103,683,TRUE,6.631067961,405
3233,huangra,5,129,TRUE,25.8,80
3234,lulucrystalsx,5005,7492,FALSE,1.496903097,1846
3235,moonlitmarket,64,26,FALSE,0.40625,6
3236,lorac_04,73,1105,TRUE,15.1369863,88
3237,yoymamy,52,775,FALSE,14.90384615,0
3238,rachellua7899,713,1138,TRUE,1.596072931,178
3239,fox_runn,150,1263,TRUE,8.42,29
3240,suraya_iqlima,114,1590,TRUE,13.94736842,0
3241,limpaeony,1524,6878,FALSE,4.51312336,502
3242,gomichakz,37,555,TRUE,15,79
3243,freedomgal22,108,166,TRUE,1.537037037,25
3244,ehieannjee,19,278,TRUE,14.63157895,11
3245,ctan7177,142,448,TRUE,3.154929577,870
3246,abinari,66,708,TRUE,10.72727273,90
3247,swtttt,928,3037,FALSE,3.27262931,1728
3248,aaadelia_,25,652,TRUE,26.08,17
3249,0852pm,0,355,TRUE,355,14
3250,naitihs.voon,175,433,TRUE,2.474285714,183
3251,jasminegoh547,65,312,TRUE,4.8,43
3252,faithcheng,503,1339,TRUE,2.662027833,54
3253,_chinxin,166,375,TRUE,2.259036145,838
3254,evelina_kmy,100,338,TRUE,3.38,196
3255,livesimply02,573,1203,TRUE,2.09947644,893
3256,blurrytrack,17,581,TRUE,34.17647059,13
3257,aisyahimaniyah_,1331,2958,FALSE,2.222389181,6
3258,iqinyu,0,5401,TRUE,5401,1
3259,jas_goldfish,121,437,TRUE,3.611570248,428
3260,yduj.c_268,104,1551,TRUE,14.91346154,110
3261,jadyblue,158,429,TRUE,2.715189873,354
3262,jt_0210,231,1650,TRUE,7.142857143,172
3263,evawu05,112,493,TRUE,4.401785714,168
3264,otter_life_journal,852,63,FALSE,0.073943662,15
3265,agneschuagk2018,6,1551,TRUE,258.5,110
3266,pearlyntanbl,126,1050,FALSE,8.333333333,344
3267,voov25,137,653,TRUE,4.766423358,1194
3268,prashanthandicraft,137,653,TRUE,4.766423358,1194
3269,ngl33min,248,639,TRUE,2.576612903,229
3270,yeo5219,720,7348,FALSE,10.20555556,1
3271,ginkobaby_cavapoo,276,319,FALSE,1.155797101,225
3272,wkaili,263,841,TRUE,3.197718631,2010
3273,huiz2709,112,1468,TRUE,13.10714286,2987
3274,xanndyyap,639,556,TRUE,0.870109546,458
3275,angelangelmh,760,1479,FALSE,1.946052632,1573
3276,sforshijia,323,860,TRUE,2.6625387,522
3277,knixies,62,93,TRUE,1.5,1
3278,jcopolo,77,387,TRUE,5.025974026,1380
3279,hayaaaa__hayaaaa,38,623,TRUE,16.39473684,27
3280,icetulip,63,117,TRUE,1.857142857,25
3281,hye.banana,382,474,TRUE,1.240837696,289
3282,lauravages,18,355,TRUE,19.72222222,63
3283,shiweex,242,974,TRUE,4.024793388,598
3284,elaineshow,406,483,TRUE,1.189655172,625
3285,hazedaze,449,2104,TRUE,4.68596882,266
3286,wanzi2121,239,830,FALSE,3.472803347,854
3287,karennwongg,253,817,TRUE,3.229249012,10
3288,lim.s.y.j,41,274,TRUE,6.682926829,2
3289,rachy.kk,529,603,FALSE,1.139886578,280
3290,catherine_tan_hwei_ling,750,2338,TRUE,3.117333333,273
3291,krystal.de_bleu,755,505,FALSE,0.668874172,1
3292,boviehsu,33,492,TRUE,14.90909091,5
3293,_megxx_,784,614,TRUE,0.783163265,174
3294,uwill_iwill,6,348,TRUE,58,1
3295,shuhua87,117,394,TRUE,3.367521368,62
3296,lat_anak_mami,344,6797,TRUE,19.75872093,783
3297,arcadekiddo,2295,2715,FALSE,1.183006536,566
3298,yen.ru,47,247,TRUE,5.255319149,93
3299,a_white_swallow,29,35,FALSE,1.206896552,6
3300,vanns.crystal.cave,412,153,FALSE,0.371359223,42
3301,suhuiyun,54,957,TRUE,17.72222222,784
3302,pam.ljm,223,360,TRUE,1.614349776,255
3303,rayekpl,119,291,TRUE,2.445378151,152
3304,m.silvia90,2303,2870,TRUE,1.246200608,497
3305,ida866,96,387,FALSE,4.03125,17
3306,huigoh3,5,88,TRUE,17.6,514
3307,polkadot.dr,165,350,TRUE,2.121212121,24
3308,precia_moment,114,121,TRUE,1.061403509,765
3309,chilli_queenn,178,337,TRUE,1.893258427,31
3310,jessyoling,9,140,TRUE,15.55555556,0
3311,rachelicious,81,187,TRUE,2.308641975,150
3312,celin03,95,524,TRUE,5.515789474,380
3313,sharon_lee_tan,184,313,TRUE,1.701086957,2812
3314,shannxue,218,266,TRUE,1.220183486,55
3315,kailingggyew,262,991,TRUE,3.782442748,564
3316,samwongno7,362,369,FALSE,1.019337017,14
3317,wangyuancafe,401,142,FALSE,0.354114713,153
3318,kaleidoscooope,596,467,TRUE,0.783557047,66
3319,yijin_goh,932,2844,TRUE,3.051502146,599
3320,jasmineleexy,273,693,TRUE,2.538461538,1406
3321,elaine.cze,163,684,TRUE,4.196319018,3
3322,spongelaine,429,975,FALSE,2.272727273,193
3323,bluu_cavilla,2094,344,TRUE,0.164278892,0
3324,mich07,573,1012,TRUE,1.766143106,994
3325,hannya2407,10,1399,TRUE,139.9,425
3326,idahuiming,220,360,TRUE,1.636363636,682
3327,erna.wu,192,478,TRUE,2.489583333,11
3328,kimbabysg,511,833,TRUE,1.630136986,258
3329,sashimisalad,83,396,TRUE,4.771084337,25
3330,pham_thu,56,197,TRUE,3.517857143,32
3331,teomeowmeow,213,340,TRUE,1.596244131,945
3332,adelinelaw93,568,764,TRUE,1.345070423,240
3333,bao2,155,541,TRUE,3.490322581,408
3334,pris_qarah,955,2104,FALSE,2.203141361,1310
3335,reginelhr,275,562,TRUE,2.043636364,945
3336,coveaestheticssg,619,94,FALSE,0.151857835,127
3337,purrfect_rain,244,840,TRUE,3.442622951,654
3338,erinwxj,81,3469,TRUE,42.82716049,1
3339,jacquetta,540,820,TRUE,1.518518519,1081
3340,happiiegal,110,627,TRUE,5.7,389
3341,tsl_jenny,28,587,TRUE,20.96428571,298
3342,tanwanyi,314,560,FALSE,1.78343949,261
3343,chermaine.c,346,1284,FALSE,3.710982659,1320
3344,ariellynqing,121,727,TRUE,6.008264463,83
3345,whimslcalmusings,319,1033,TRUE,3.238244514,2400
3346,unienazwa3077,149,986,TRUE,6.617449664,72
3347,yuan_metaphysics,216,944,FALSE,4.37037037,48
3348,rrv_love,127,2055,TRUE,16.18110236,11
3349,yongyeanching,301,1173,TRUE,3.897009967,992
3350,iamstillah,374,1046,TRUE,2.796791444,861
3351,shuaijah,371,2801,TRUE,7.549865229,1326
3352,kuga_sinie,1235,2492,TRUE,2.017813765,870
3353,lynette_carolyne_simon_,599,2679,TRUE,4.47245409,63
3354,acupofjindro,648,5396,TRUE,8.327160494,59
3355,aly_starz,714,883,FALSE,1.236694678,39
3356,peivi_ee,1626,3326,FALSE,2.045510455,481
3357,bintuawang,3,542,TRUE,180.6666667,35
3358,iamsyaq,396,2195,TRUE,5.542929293,147
3359,jumbeeee,238,507,TRUE,2.130252101,1451
3360,thatcrystalcollector,253,230,FALSE,0.909090909,4
3361,ndiazaini,1895,4365,TRUE,2.303430079,59
3362,vernyla,29,224,TRUE,7.724137931,13
3363,just_luvfood,54,112,TRUE,2.074074074,0
3364,evee.lt,948,1245,TRUE,1.313291139,28
3365,novia_via_via,980,1918,TRUE,1.957142857,1711
3366,nurrohaizad,1044,3525,TRUE,3.376436782,60
3367,lucansvivieng88,32,63,TRUE,1.96875,1
3368,valencia0125,379,1868,TRUE,4.928759894,489
3369,kellenng,1065,1174,TRUE,1.102347418,692
3370,cherriewonka,370,1049,TRUE,2.835135135,331
3371,heyitshayleyley,553,539,TRUE,0.974683544,69
3372,shangalralla,473,922,TRUE,1.949260042,144
3373,silentcelle,93,1876,TRUE,20.17204301,347
3374,stellakaterina,87,1854,TRUE,21.31034483,943
3375,mallowcream,167,956,TRUE,5.724550898,2136
3376,hyerin15,23,251,TRUE,10.91304348,5
3377,whosdatgal,777,2016,FALSE,2.594594595,675
3378,josoh,260,903,TRUE,3.473076923,670
3379,joycetyj,1098,1173,FALSE,1.068306011,809
3380,estherificating,465,1100,TRUE,2.365591398,766
3381,velavola,93,398,TRUE,4.279569892,78
3382,tjosephine,377,783,TRUE,2.076923077,519
3383,michxjl_,207,1090,TRUE,5.265700483,336
3384,thefurriest.hams,370,394,FALSE,1.064864865,415
3385,bonnie_w_7,7,162,TRUE,23.14285714,4
3386,mainemaine09,79,1005,TRUE,12.72151899,908
3387,xxcindyleauxx,80,195,TRUE,2.4375,0
3388,kiki_nara_kala28,259,1136,TRUE,4.386100386,240
3389,bernice.berny976,258,581,TRUE,2.251937984,280
3390,siqiii_lee,673,1517,FALSE,2.254086181,1709
3391,kimiezou,389,992,TRUE,2.550128535,937
3392,petite_emille,330,2227,TRUE,6.748484848,420
3393,sheneedsmorespace,737,182,FALSE,0.246947083,45
3394,esha.elv_,365,1033,TRUE,2.830136986,93
3395,chouxchoouxx,444,691,TRUE,1.556306306,0
3396,princessjake93,284,387,TRUE,1.362676056,79
3397,evonlks,273,438,TRUE,1.604395604,286
3398,sherlyner40,98,1057,TRUE,10.78571429,233
3399,sylvgee,623,1341,FALSE,2.152487961,629
3400,gwtawtaw,153,1671,TRUE,10.92156863,92
3401,dlrm__,768,796,TRUE,1.036458333,223
3402,jazr33l,195,282,TRUE,1.446153846,397
3403,sabbybirdy,581,1233,TRUE,2.122203098,1396
3404,shirlfoo,8,272,TRUE,34,21
3405,irenaana,437,882,FALSE,2.018306636,434
3406,chasing.rainbowsnstars,768,495,FALSE,0.64453125,226
3407,10chia,337,1503,TRUE,4.459940653,1269
3408,celwulala,354,591,TRUE,1.669491525,372
3409,gwenderr,803,395,TRUE,0.491905355,1016
3410,k1mm_l333,15,69,TRUE,4.6,4
3411,caresse,477,723,FALSE,1.51572327,2246
3412,wanqi77,17,435,TRUE,25.58823529,2294
3413,iamsnowgal,80,573,FALSE,7.1625,142
3414,cwlham,61,174,FALSE,2.852459016,1
3415,jamila_.2695,750,596,FALSE,0.794666667,4
3416,boey1103,166,867,TRUE,5.222891566,301
3417,jjx9__9,220,1727,TRUE,7.85,367
3418,aqeel_ah,175,239,TRUE,1.365714286,1168
3419,ainigemstonegmail.com9,1311,6372,FALSE,4.860411899,410
3420,missyfelz,153,624,TRUE,4.078431373,1814
3421,sugarmissxy,168,259,TRUE,1.541666667,208
3422,christy1802,326,769,FALSE,2.358895706,284
3423,kellyzhl,111,48,FALSE,0.432432432,96
3424,adelinejylee,1199,2660,FALSE,2.21851543,1607
3425,arethaling,389,3371,TRUE,8.665809769,2168
3426,melliemooie,505,985,FALSE,1.95049505,733
3427,chennee77,47,446,TRUE,9.489361702,44
3428,yllauu,525,510,TRUE,0.971428571,22
3429,lavvalsg,8721,10,FALSE,0.001146657,918
3430,crystalbynewagefsg,794,8,FALSE,0.010075567,289
3431,jadeitegemsbynewagefsg,44,4,FALSE,0.090909091,0
3432,angraaey,96,439,TRUE,4.572916667,259
3433,genevieve.chin,240,755,TRUE,3.145833333,1219
3434,chloehlim,390,1169,TRUE,2.997435897,425
3435,cassandrajeraldine,1037,828,FALSE,0.798457088,429
3436,qingq_,394,645,TRUE,1.637055838,4368
3437,kylahuang,1138,3452,TRUE,3.033391916,182
3438,xiongmao2ish,102,565,TRUE,5.539215686,346
3439,esahesah19,69,798,FALSE,11.56521739,0
3440,joannegoh_,253,472,TRUE,1.865612648,862
3441,yansayswhat,112,1142,TRUE,10.19642857,133
3442,ml57333,1,122,TRUE,122,0
3443,lianggtayy,258,695,TRUE,2.69379845,1712
3444,jitniki,553,1908,TRUE,3.450271248,95
3445,yingxin03,138,858,TRUE,6.217391304,309
3446,superrladyy,500,1505,TRUE,3.01,707
3447,serene1550,31,347,TRUE,11.19354839,0
3448,rb_riyn,510,1899,TRUE,3.723529412,1183
3449,biyungrace,345,1009,TRUE,2.924637681,343
3450,whitemaomao,8,1597,TRUE,199.625,0
3451,hello.elsie,122,558,TRUE,4.573770492,58
3452,ijdebeaute,590,1821,FALSE,3.086440678,392
3453,sharlenefishy,126,453,TRUE,3.595238095,269
3454,mengfung_,294,948,TRUE,3.224489796,75
3455,jorjormum,246,882,TRUE,3.585365854,2541
3456,mom_of_a_prince,3413,4476,TRUE,1.311456197,3772
3457,marfuahai,97,399,TRUE,4.113402062,161
3458,xcaeris,0,1958,TRUE,1958,0
3459,cherlls,215,319,TRUE,1.48372093,299
3460,337arolf,157,673,TRUE,4.286624204,509
3461,sminlow,28,1816,TRUE,64.85714286,135
3462,ear.candies,647,2326,FALSE,3.595054096,110
3463,___vie_,604,742,FALSE,1.228476821,1256
3464,jamie_zhang81,572,2448,FALSE,4.27972028,235
3465,bazingareka,257,631,TRUE,2.455252918,2020
3466,misslunnn,992,1519,FALSE,1.53125,2646
3467,intricatejade,616,841,TRUE,1.36525974,580
3468,jacqlwl,452,1148,TRUE,2.539823009,1541
3469,pocky_poh,402,1904,TRUE,4.736318408,4
3470,claudine13,155,161,FALSE,1.038709677,600
3471,jaxie_k,7,906,FALSE,129.4285714,6
3472,jiing.a,116,592,TRUE,5.103448276,1083
3473,el33_n,495,1552,FALSE,3.135353535,0
3474,llannaw,345,1078,TRUE,3.124637681,717
3475,joannako,359,1704,FALSE,4.746518106,1990
3476,gen_sim,95,363,TRUE,3.821052632,10
3477,hello.yuhui,280,738,TRUE,2.635714286,376
3478,mizztoh,35,494,TRUE,14.11428571,4
3479,poutyray,24,409,TRUE,17.04166667,13
3480,shrfnurasyqn,812,1429,TRUE,1.759852217,359
3481,beloved.chloe,227,1251,TRUE,5.511013216,683
3482,__serene__,86,759,TRUE,8.825581395,371
3483,dreytaysj,207,223,TRUE,1.077294686,866
3484,chriswee1882,293,673,TRUE,2.296928328,339
3485,fangfangteo,99,160,TRUE,1.616161616,82
3486,fion.m89,126,357,TRUE,2.833333333,1916
3487,wenwenwenny,564,546,FALSE,0.968085106,37
3488,_libin_0_0,177,329,TRUE,1.858757062,554
3489,s_nuraisiah,1556,1280,TRUE,0.822622108,339
3490,patriciaasl,119,464,TRUE,3.899159664,650
3491,hazellyt,225,1576,TRUE,7.004444444,1563
3492,odetotransience,80,109,TRUE,1.3625,0
3493,blurblurrach,66,900,TRUE,13.63636364,56
3494,nyh322,1,1037,TRUE,1037,0
3495,sweet.as.cosmos,1789,836,FALSE,0.467300168,282
3496,joyceteh18,151,1366,TRUE,9.046357616,225
3497,whoopiejelly,475,710,TRUE,1.494736842,1132
3498,pheelibkaa,86,1288,TRUE,14.97674419,85
3499,shirley.xn08,67,1280,TRUE,19.10447761,135
3500,ellure_ahchiing,2684,3082,FALSE,1.14828614,1349
3501,808_island_queen_,1541,7499,FALSE,4.866320571,1849
3502,ber.lafresg,347,448,FALSE,1.291066282,145
3503,wanderellar,1276,2148,FALSE,1.68338558,109
3504,trepside,20,491,TRUE,24.55,9
3505,rachewwwww,421,970,TRUE,2.304038005,2038
3506,gemsandbeadsjewel,1302,3937,FALSE,3.023809524,89
3507,misstee2812,275,241,TRUE,0.876363636,106
3508,blankspaze,140,843,TRUE,6.021428571,322
3509,christinachong09,258,398,FALSE,1.542635659,132
3510,eunicekong,1288,3368,FALSE,2.614906832,3529
3511,shainey,371,1103,TRUE,2.973045822,461
3512,crystalfocus0987,0,10,TRUE,10,0
3513,dargied64,76,1083,FALSE,14.25,0
3514,rinrin9616,1243,4244,FALSE,3.414320193,348
3515,_.f.j.m_,446,3689,FALSE,8.271300448,153
3516,ynyaccessories.sg,316,2069,FALSE,6.547468354,198
3517,shipei_ariel,1103,2084,FALSE,1.889392566,2325
3518,samantha_tan_,552,537,TRUE,0.972826087,1
3519,kissesfor2,1023,1331,FALSE,1.301075269,772
3520,risonvac,154,377,TRUE,2.448051948,203
3521,ups_andown,400,584,TRUE,1.46,676
3522,wholesome.positive.vibes.only,72,3859,TRUE,53.59722222,421
3523,allowmerebornsg,1,356,TRUE,356,93
3524,rongzc,199,828,TRUE,4.16080402,357
3525,mansefroyoyo,191,1693,TRUE,8.863874346,57
3526,mok_007,122,197,TRUE,1.614754098,242
3527,courach,320,787,TRUE,2.459375,714
3528,crystlemily,110,339,TRUE,3.081818182,683
3529,gladysbeyond,50,609,TRUE,12.18,117
3530,commandas.studio,1,37,FALSE,37,24
3531,jenjenaa,773,865,FALSE,1.119016818,806
3532,sophia_yeong,708,2769,FALSE,3.911016949,696
3533,ophelia.liow,75,176,TRUE,2.346666667,26
3534,ferlyn.sim,490,669,FALSE,1.365306122,149
3535,jjan3lle,152,725,TRUE,4.769736842,1114
3536,sabrinaw.may,11,154,TRUE,14,87
3537,limzhihui,274,862,TRUE,3.145985401,286
3538,chrischeng85,326,782,TRUE,2.398773006,266
3539,krislim_,65,38,FALSE,0.584615385,7
3540,sue_maria73,462,2363,TRUE,5.114718615,34
3541,liangsweetpeng,62,56,FALSE,0.903225806,0
3542,i.am_ms.tyn,655,1029,TRUE,1.570992366,33
3543,kristenllys,421,827,TRUE,1.964370546,781
3544,livinglikezombie,39,322,TRUE,8.256410256,7
3545,jbeauty.palace,318,811,FALSE,2.550314465,127
3546,missycandyw,407,650,FALSE,1.597051597,1122
3547,grace7882010331,293,432,TRUE,1.47440273,116
3548,angelish30,0,39,TRUE,39,0
3549,ecoolkai,83,290,TRUE,3.493975904,532
3550,nuttizz_jo,203,628,FALSE,3.093596059,0
3551,wen_dy09,109,95,FALSE,0.871559633,20
3552,iamgroottttt,17,124,TRUE,7.294117647,152
3553,shrimpeh,334,2825,TRUE,8.458083832,473
3554,safreenxoxo,962,1066,TRUE,1.108108108,34
3555,tightestwife,149,908,TRUE,6.093959732,131
3556,kimaylk,190,1519,FALSE,7.994736842,1
3557,authorlessusername,553,776,TRUE,1.403254973,61
3558,sprinklesoflovenotes,506,2087,FALSE,4.124505929,1123
3559,sherlynina,29,1018,TRUE,35.10344828,792
3560,pearlyn.tst,126,271,FALSE,2.150793651,0
3561,dhanamsundararaj,382,1401,FALSE,3.667539267,137
3562,cikguikan,149,282,FALSE,1.89261745,5
3563,missyrage,59,912,TRUE,15.45762712,308
3564,miroshastephie,298,349,TRUE,1.17114094,136
3565,esther_elb,469,1975,TRUE,4.21108742,795
3566,lina_cpl,396,1183,TRUE,2.987373737,416
3567,tiffany_luvcoco,0,1112,TRUE,1112,4
3568,bbelleeeee,401,2094,TRUE,5.221945137,361
3569,ummuzzahraa,375,536,TRUE,1.429333333,33
3570,chrissyohj,192,468,TRUE,2.4375,610
3571,lynnsakuro,441,865,TRUE,1.961451247,555
3572,yiling8302,57,158,FALSE,2.771929825,5
3573,hyemin.1206,45,246,TRUE,5.466666667,372
3574,muzi92885,4680,6737,FALSE,1.439529915,5346
3575,sn_shruti,12,70,FALSE,5.833333333,0
3576,blinkie_jensy,103,162,FALSE,1.572815534,117
3577,jamleejm,181,2583,TRUE,14.27071823,2381
3578,eilng25,30,235,TRUE,7.833333333,11
3579,janet.pinky81,312,507,FALSE,1.625,72
3580,kania_jawelry,625,2346,FALSE,3.7536,96
3581,myheavenseaearth,9,263,TRUE,29.22222222,18
3582,shimasoomay,138,375,TRUE,2.717391304,58
3583,_ellz.co_,71,101,FALSE,1.422535211,22
3584,shiying0218,301,652,TRUE,2.166112957,87
3585,dizsember,26,1720,TRUE,66.15384615,0
3586,jaslene5418,131,465,TRUE,3.549618321,55
3587,_heyjewel,22,7,FALSE,0.318181818,0
3588,unavailable_user321,108,515,FALSE,4.768518519,15
3589,psying,202,1269,TRUE,6.282178218,3634
3590,ohmnification,101,430,FALSE,4.257425743,14
3591,_thelostworldd_,88,582,TRUE,6.613636364,64
3592,theeaudoneout,607,1608,FALSE,2.649093904,425
3593,mabel_memories,78,274,TRUE,3.512820513,3
3594,jarynlqm,618,1724,TRUE,2.789644013,581
3595,ayeshaabdulmaalik,170,7487,TRUE,44.04117647,3
3596,pigity,559,1810,TRUE,3.237924866,286
3597,mooniebelle,1305,6657,FALSE,5.101149425,262
3598,illurite,288,319,FALSE,1.107638889,0
3599,quietvibs,0,25,TRUE,25,37
3600,littlenicseah,200,713,FALSE,3.565,13
3601,_minchin,655,361,FALSE,0.551145038,81
3602,pingpongpoot,192,749,FALSE,3.901041667,4
3603,nujihz,623,1044,FALSE,1.67576244,276
3604,jasmine.slm,176,667,TRUE,3.789772727,900
3605,melody.k.27,480,2419,FALSE,5.039583333,66
3606,happynana626,1292,7494,FALSE,5.800309598,82
3607,geisha_san,456,4767,TRUE,10.45394737,1211
3608,uraquraisya,499,1937,TRUE,3.881763527,40
3609,maze_ofmemories,14,787,TRUE,56.21428571,66
3610,rubierabz,565,945,TRUE,1.672566372,367
3611,kathleenlim,536,1652,TRUE,3.082089552,874
3612,crystal_love_cove,188,216,FALSE,1.14893617,37
3613,wc_artistry,439,360,FALSE,0.820045558,186
3614,feeza_yusop,1047,2659,FALSE,2.539637058,286
3615,diametrojess,411,1579,TRUE,3.841849148,1687
3616,clovemm,57,197,TRUE,3.456140351,9
3617,shesadeline,224,2182,TRUE,9.741071429,1056
3618,ashlaykyscan,90,204,TRUE,2.266666667,2467
3619,bobo_pph,426,2071,FALSE,4.861502347,25
3620,kaizplans,514,3286,TRUE,6.392996109,114
3621,naomi.elas,132,776,TRUE,5.878787879,62
3622,iriswang1112,92,273,TRUE,2.967391304,605
3623,xcarrinelyzx,296,472,TRUE,1.594594595,669
3624,moonchild.moldavites,972,1677,FALSE,1.725308642,19
3625,doraweil,95,141,TRUE,1.484210526,12
3626,lguana_d,17,254,TRUE,14.94117647,2
3627,lerical,55,419,TRUE,7.618181818,859
3628,joddessss,17984,676,FALSE,0.037588968,555
3629,debbielam90,273,549,TRUE,2.010989011,68
3630,jay_da_coach,1214,3997,FALSE,3.292421746,7814
3631,celestinatng,201,542,TRUE,2.696517413,176
3632,stickwithchim,2116,740,FALSE,0.349716446,29
3633,margot_tenenbaum,232,577,TRUE,2.487068966,61
3634,hazeyyy,1114,1022,FALSE,0.917414722,1276
3635,choongyeeisaqt,487,1129,TRUE,2.318275154,486
3636,krissykum,146,595,TRUE,4.075342466,757
3637,pamelaheng,1012,1012,FALSE,1,1180
3638,f_yonnaaa,83,587,TRUE,7.072289157,249
3639,j.jjjes,527,1436,TRUE,2.724857685,2759
3640,yajairaaaaaaaaaaaa,768,2034,TRUE,2.6484375,344
3641,bf.faith,95,792,FALSE,8.336842105,1
3642,stylesclosetclothes,170,365,FALSE,2.147058824,20
3643,unilue,70,748,TRUE,10.68571429,1626
3644,rebeccab68,985,7495,FALSE,7.609137056,63
3645,judpotato,665,1408,TRUE,2.117293233,1041
3646,imelda.koh,599,1352,TRUE,2.257095159,354
3647,catherineeeena_94,851,1594,TRUE,1.873090482,1377
3648,a13traum,109,2131,TRUE,19.55045872,107
3649,florence.lum188,30,37,FALSE,1.233333333,0
3650,melissayammy,486,877,TRUE,1.804526749,984
3651,xuefen.keeley,521,1040,TRUE,1.996161228,492
3652,cahayaternama,358,958,TRUE,2.675977654,911
3653,nmy0303,42,99,TRUE,2.357142857,159
3654,dankridez,158,621,TRUE,3.930379747,263
3655,quek_li_ling,87,301,TRUE,3.459770115,2
3656,reinarebelde23,342,512,FALSE,1.497076023,1
3657,fredfredtan,409,1860,TRUE,4.547677262,383
3658,devilxmm_,141,486,FALSE,3.446808511,0
3659,lynettethng,358,1368,TRUE,3.82122905,512
3660,myjh,416,829,TRUE,1.992788462,1157
3661,jennieanita83,256,1517,TRUE,5.92578125,234
3662,6milinnef9,716,901,TRUE,1.258379888,521
3663,__invalid_username,461,1164,TRUE,2.52494577,18
3664,sucy_oktari,1343,2504,FALSE,1.864482502,605
3665,steph_poh12,531,1484,TRUE,2.79472693,196
3666,han999,234,307,TRUE,1.311965812,286
3667,kuashihui,386,866,TRUE,2.243523316,412
3668,cahaya_cica,309,4536,TRUE,14.67961165,7
3669,missmickmatul,389,1235,FALSE,3.174807198,56
3670,happy_busy_me,44,97,TRUE,2.204545455,1
3671,yvettechy,31,338,TRUE,10.90322581,41
3672,_ellthrift_,1016,650,FALSE,0.63976378,2
3673,javier_joellyn,90,153,TRUE,1.7,54
3674,pinkpolkasmile,840,2745,TRUE,3.267857143,1
3675,meiqi__mq,248,483,FALSE,1.947580645,54
3676,anabelleophelia,1726,1332,TRUE,0.771726535,543
3677,xiaomeigal__dekhying_taw_lek,5,5064,TRUE,1012.8,1
3678,aud_seet,375,1148,TRUE,3.061333333,278
3679,myhusbandismyboss,379,667,TRUE,1.759894459,434
3680,crystal_gemstone_wholesale,5718,7361,FALSE,1.28733823,1269
3681,cjcys_,128,332,TRUE,2.59375,1755
3682,wiccapedia18,92,687,TRUE,7.467391304,600
3683,dongxinanpei,86,122,FALSE,1.418604651,146
3684,jingsmb,2188,7498,FALSE,3.426873857,1371
3685,corfan,278,1110,FALSE,3.992805755,1747
3686,sukiyakifan,29,2956,TRUE,101.9310345,2125
3687,kereneeee,804,1480,FALSE,1.84079602,1096
3688,charizxphang,362,761,TRUE,2.102209945,1341
3689,liruz,102,458,TRUE,4.490196078,204
3690,exfactorteo,532,904,TRUE,1.69924812,755
3691,rubble_c,85,281,TRUE,3.305882353,52
3692,j_zhang_nst,102,1394,TRUE,13.66666667,292
